'Total Nacional,Comunidades y Ciudades Autónomas,Provincias,Régimen y estado,Periodo,Total
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda nueva,2013.0,1.678
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda nueva,2012.0,1.623
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda nueva,2011.0,2.023
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda nueva,2010.0,2.627
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda nueva,2009.0,2.855
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda nueva,2008.0,4.633
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda nueva,2007.0,5.190
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda usada,2023.0,6.634
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda usada,2022.0,7.188
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda usada,2021.0,6.236
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda usada,2020.0,4.604
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda usada,2019.0,5.501
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda usada,2018.0,5.560
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda usada,2017.0,4.859
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda usada,2016.0,4.111
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda usada,2015.0,3.564
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda usada,2014.0,2.631
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda usada,2013.0,2.303
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda usada,2012.0,2.317
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda usada,2011.0,2.499
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda usada,2010.0,2.925
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda usada,2009.0,2.626
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda usada,2008.0,3.822
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda usada,2007.0,5.825
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda libre,2023.0,7.008
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda libre,2022.0,7.495
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda libre,2021.0,6.703
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda libre,2020.0,4.884
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda libre,2019.0,5.721
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda libre,2018.0,5.656
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda libre,2017.0,4.966
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda libre,2016.0,4.217
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda libre,2015.0,3.877
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda libre,2014.0,3.371
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda libre,2013.0,3.437
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda libre,2012.0,3.178
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda libre,2011.0,3.861
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda libre,2010.0,4.890
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda libre,2009.0,4.748
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda libre,2008.0,7.347
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda libre,2007.0,9.727
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda protegida,2023.0,1.145
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda protegida,2022.0,967
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda protegida,2021.0,975
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda protegida,2020.0,714
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda protegida,2019.0,909
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda protegida,2018.0,872
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda protegida,2017.0,670
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda protegida,2016.0,579
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda protegida,2015.0,568
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda protegida,2014.0,384
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda protegida,2013.0,544
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda protegida,2012.0,762
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda protegida,2011.0,661
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda protegida,2010.0,662
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda protegida,2009.0,733
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda protegida,2008.0,1.108
'Total Nacional,01 Andalucía,14 Córdoba,Vivienda protegida,2007.0,1.288
'Total Nacional,01 Andalucía,18 Granada,Viviendas: Total,2023.0,12.693
'Total Nacional,01 Andalucía,18 Granada,Viviendas: Total,2022.0,13.846
'Total Nacional,01 Andalucía,18 Granada,Viviendas: Total,2021.0,12.042
'Total Nacional,01 Andalucía,18 Granada,Viviendas: Total,2020.0,8.917
'Total Nacional,01 Andalucía,18 Granada,Viviendas: Total,2019.0,10.397
'Total Nacional,01 Andalucía,18 Granada,Viviendas: Total,2018.0,10.270
'Total Nacional,01 Andalucía,18 Granada,Viviendas: Total,2017.0,9.171
'Total Nacional,01 Andalucía,18 Granada,Viviendas: Total,2016.0,7.445
'Total Nacional,01 Andalucía,18 Granada,Viviendas: Total,2015.0,6.929
'Total Nacional,01 Andalucía,18 Granada,Viviendas: Total,2014.0,6.183
'Total Nacional,01 Andalucía,18 Granada,Viviendas: Total,2013.0,6.399
'Total Nacional,01 Andalucía,18 Granada,Viviendas: Total,2012.0,6.497
'Total Nacional,01 Andalucía,18 Granada,Viviendas: Total,2011.0,8.043
'Total Nacional,01 Andalucía,18 Granada,Viviendas: Total,2010.0,8.935
'Total Nacional,01 Andalucía,18 Granada,Viviendas: Total,2009.0,9.728
'Total Nacional,01 Andalucía,18 Granada,Viviendas: Total,2008.0,12.846
'Total Nacional,01 Andalucía,18 Granada,Viviendas: Total,2007.0,16.518
'Total Nacional,01 Andalucía,18 Granada,Vivienda nueva,2023.0,2.626
'Total Nacional,01 Andalucía,18 Granada,Vivienda nueva,2022.0,2.982
'Total Nacional,01 Andalucía,18 Granada,Vivienda nueva,2021.0,2.518
'Total Nacional,01 Andalucía,18 Granada,Vivienda nueva,2020.0,1.747
'Total Nacional,01 Andalucía,18 Granada,Vivienda nueva,2019.0,2.056
'Total Nacional,01 Andalucía,18 Granada,Vivienda nueva,2018.0,1.843
'Total Nacional,01 Andalucía,18 Granada,Vivienda nueva,2017.0,1.708
'Total Nacional,01 Andalucía,18 Granada,Vivienda nueva,2016.0,1.403
'Total Nacional,01 Andalucía,18 Granada,Vivienda nueva,2015.0,1.932
'Total Nacional,01 Andalucía,18 Granada,Vivienda nueva,2014.0,3.147
'Total Nacional,01 Andalucía,18 Granada,Vivienda nueva,2013.0,3.793
'Total Nacional,01 Andalucía,18 Granada,Vivienda nueva,2012.0,3.922
'Total Nacional,01 Andalucía,18 Granada,Vivienda nueva,2011.0,4.846
'Total Nacional,01 Andalucía,18 Granada,Vivienda nueva,2010.0,5.267
'Total Nacional,01 Andalucía,18 Granada,Vivienda nueva,2009.0,5.850
'Total Nacional,01 Andalucía,18 Granada,Vivienda nueva,2008.0,7.202
'Total Nacional,01 Andalucía,18 Granada,Vivienda nueva,2007.0,7.920
'Total Nacional,01 Andalucía,18 Granada,Vivienda usada,2023.0,10.067
'Total Nacional,01 Andalucía,18 Granada,Vivienda usada,2022.0,10.864
'Total Nacional,01 Andalucía,18 Granada,Vivienda usada,2021.0,9.524
'Total Nacional,01 Andalucía,18 Granada,Vivienda usada,2020.0,7.170
'Total Nacional,01 Andalucía,18 Granada,Vivienda usada,2019.0,8.341
'Total Nacional,01 Andalucía,18 Granada,Vivienda usada,2018.0,8.427
'Total Nacional,01 Andalucía,18 Granada,Vivienda usada,2017.0,7.463
'Total Nacional,01 Andalucía,18 Granada,Vivienda usada,2016.0,6.042
'Total Nacional,01 Andalucía,18 Granada,Vivienda usada,2015.0,4.997
'Total Nacional,01 Andalucía,18 Granada,Vivienda usada,2014.0,3.036
'Total Nacional,01 Andalucía,18 Granada,Vivienda usada,2013.0,2.606
'Total Nacional,01 Andalucía,18 Granada,Vivienda usada,2012.0,2.575
'Total Nacional,01 Andalucía,18 Granada,Vivienda usada,2011.0,3.197
'Total Nacional,01 Andalucía,18 Granada,Vivienda usada,2010.0,3.668
'Total Nacional,01 Andalucía,18 Granada,Vivienda usada,2009.0,3.878
'Total Nacional,01 Andalucía,18 Granada,Vivienda usada,2008.0,5.644
'Total Nacional,01 Andalucía,18 Granada,Vivienda usada,2007.0,8.598
'Total Nacional,01 Andalucía,18 Granada,Vivienda libre,2023.0,11.833
'Total Nacional,01 Andalucía,18 Granada,Vivienda libre,2022.0,12.948
'Total Nacional,01 Andalucía,18 Granada,Vivienda libre,2021.0,11.259
'Total Nacional,01 Andalucía,18 Granada,Vivienda libre,2020.0,8.205
'Total Nacional,01 Andalucía,18 Granada,Vivienda libre,2019.0,9.569
'Total Nacional,01 Andalucía,18 Granada,Vivienda libre,2018.0,9.469
'Total Nacional,01 Andalucía,18 Granada,Vivienda libre,2017.0,8.492
'Total Nacional,01 Andalucía,18 Granada,Vivienda libre,2016.0,6.868
'Total Nacional,01 Andalucía,18 Granada,Vivienda libre,2015.0,6.409
'Total Nacional,01 Andalucía,18 Granada,Vivienda libre,2014.0,5.648
'Total Nacional,01 Andalucía,18 Granada,Vivienda libre,2013.0,6.032
'Total Nacional,01 Andalucía,18 Granada,Vivienda libre,2012.0,5.945
'Total Nacional,01 Andalucía,18 Granada,Vivienda libre,2011.0,7.179
'Total Nacional,01 Andalucía,18 Granada,Vivienda libre,2010.0,8.161
'Total Nacional,01 Andalucía,18 Granada,Vivienda libre,2009.0,8.191
'Total Nacional,01 Andalucía,18 Granada,Vivienda libre,2008.0,12.000
'Total Nacional,01 Andalucía,18 Granada,Vivienda libre,2007.0,15.476
'Total Nacional,01 Andalucía,18 Granada,Vivienda protegida,2023.0,860
'Total Nacional,01 Andalucía,18 Granada,Vivienda protegida,2022.0,898
'Total Nacional,01 Andalucía,18 Granada,Vivienda protegida,2021.0,783
'Total Nacional,01 Andalucía,18 Granada,Vivienda protegida,2020.0,712
'Total Nacional,01 Andalucía,18 Granada,Vivienda protegida,2019.0,828
'Total Nacional,01 Andalucía,18 Granada,Vivienda protegida,2018.0,801
'Total Nacional,01 Andalucía,18 Granada,Vivienda protegida,2017.0,679
'Total Nacional,01 Andalucía,18 Granada,Vivienda protegida,2016.0,577
'Total Nacional,01 Andalucía,18 Granada,Vivienda protegida,2015.0,520
'Total Nacional,01 Andalucía,18 Granada,Vivienda protegida,2014.0,535
'Total Nacional,01 Andalucía,18 Granada,Vivienda protegida,2013.0,367
'Total Nacional,01 Andalucía,18 Granada,Vivienda protegida,2012.0,552
'Total Nacional,01 Andalucía,18 Granada,Vivienda protegida,2011.0,864
'Total Nacional,01 Andalucía,18 Granada,Vivienda protegida,2010.0,774
'Total Nacional,01 Andalucía,18 Granada,Vivienda protegida,2009.0,1.537
'Total Nacional,01 Andalucía,18 Granada,Vivienda protegida,2008.0,846
'Total Nacional,01 Andalucía,18 Granada,Vivienda protegida,2007.0,1.042
'Total Nacional,01 Andalucía,21 Huelva,Viviendas: Total,2023.0,7.096
'Total Nacional,01 Andalucía,21 Huelva,Viviendas: Total,2022.0,7.566
'Total Nacional,01 Andalucía,21 Huelva,Viviendas: Total,2021.0,7.198
'Total Nacional,01 Andalucía,21 Huelva,Viviendas: Total,2020.0,4.986
'Total Nacional,01 Andalucía,21 Huelva,Viviendas: Total,2019.0,5.661
'Total Nacional,01 Andalucía,21 Huelva,Viviendas: Total,2018.0,5.520
'Total Nacional,01 Andalucía,21 Huelva,Viviendas: Total,2017.0,4.933
'Total Nacional,01 Andalucía,21 Huelva,Viviendas: Total,2016.0,3.994
'Total Nacional,01 Andalucía,21 Huelva,Viviendas: Total,2015.0,3.573
'Total Nacional,01 Andalucía,21 Huelva,Viviendas: Total,2014.0,3.561
'Total Nacional,01 Andalucía,21 Huelva,Viviendas: Total,2013.0,3.719
'Total Nacional,01 Andalucía,21 Huelva,Viviendas: Total,2012.0,3.978
'Total Nacional,01 Andalucía,21 Huelva,Viviendas: Total,2011.0,4.673
'Total Nacional,01 Andalucía,21 Huelva,Viviendas: Total,2010.0,5.068
'Total Nacional,01 Andalucía,21 Huelva,Viviendas: Total,2009.0,4.753
'Total Nacional,01 Andalucía,21 Huelva,Viviendas: Total,2008.0,7.882
'Total Nacional,01 Andalucía,21 Huelva,Viviendas: Total,2007.0,10.683
'Total Nacional,01 Andalucía,21 Huelva,Vivienda nueva,2023.0,1.379
'Total Nacional,01 Andalucía,21 Huelva,Vivienda nueva,2022.0,1.440
'Total Nacional,01 Andalucía,21 Huelva,Vivienda nueva,2021.0,1.654
'Total Nacional,01 Andalucía,21 Huelva,Vivienda nueva,2020.0,1.128
'Total Nacional,01 Andalucía,21 Huelva,Vivienda nueva,2019.0,1.210
'Total Nacional,01 Andalucía,21 Huelva,Vivienda nueva,2018.0,1.381
'Total Nacional,01 Andalucía,21 Huelva,Vivienda nueva,2017.0,1.120
'Total Nacional,01 Andalucía,21 Huelva,Vivienda nueva,2016.0,898
'Total Nacional,01 Andalucía,21 Huelva,Vivienda nueva,2015.0,958
'Total Nacional,01 Andalucía,21 Huelva,Vivienda nueva,2014.0,1.881
'Total Nacional,01 Andalucía,21 Huelva,Vivienda nueva,2013.0,2.314
'Total Nacional,01 Andalucía,21 Huelva,Vivienda nueva,2012.0,2.700
'Total Nacional,01 Andalucía,21 Huelva,Vivienda nueva,2011.0,3.208
'Total Nacional,01 Andalucía,21 Huelva,Vivienda nueva,2010.0,3.452
'Total Nacional,01 Andalucía,21 Huelva,Vivienda nueva,2009.0,3.199
'Total Nacional,01 Andalucía,21 Huelva,Vivienda nueva,2008.0,4.210
'Total Nacional,01 Andalucía,21 Huelva,Vivienda nueva,2007.0,6.009
'Total Nacional,01 Andalucía,21 Huelva,Vivienda usada,2023.0,5.717
'Total Nacional,01 Andalucía,21 Huelva,Vivienda usada,2022.0,6.126
'Total Nacional,01 Andalucía,21 Huelva,Vivienda usada,2021.0,5.544
'Total Nacional,01 Andalucía,21 Huelva,Vivienda usada,2020.0,3.858
'Total Nacional,01 Andalucía,21 Huelva,Vivienda usada,2019.0,4.451
'Total Nacional,01 Andalucía,21 Huelva,Vivienda usada,2018.0,4.139
'Total Nacional,01 Andalucía,21 Huelva,Vivienda usada,2017.0,3.813
'Total Nacional,01 Andalucía,21 Huelva,Vivienda usada,2016.0,3.096
'Total Nacional,01 Andalucía,21 Huelva,Vivienda usada,2015.0,2.615
'Total Nacional,01 Andalucía,21 Huelva,Vivienda usada,2014.0,1.680
'Total Nacional,01 Andalucía,21 Huelva,Vivienda usada,2013.0,1.405
'Total Nacional,01 Andalucía,21 Huelva,Vivienda usada,2012.0,1.278
'Total Nacional,01 Andalucía,21 Huelva,Vivienda usada,2011.0,1.465
'Total Nacional,01 Andalucía,21 Huelva,Vivienda usada,2010.0,1.616
'Total Nacional,01 Andalucía,21 Huelva,Vivienda usada,2009.0,1.554
'Total Nacional,01 Andalucía,21 Huelva,Vivienda usada,2008.0,3.672
'Total Nacional,01 Andalucía,21 Huelva,Vivienda usada,2007.0,4.674
'Total Nacional,01 Andalucía,21 Huelva,Vivienda libre,2023.0,6.485
'Total Nacional,01 Andalucía,21 Huelva,Vivienda libre,2022.0,6.820
'Total Nacional,01 Andalucía,21 Huelva,Vivienda libre,2021.0,6.627
'Total Nacional,01 Andalucía,21 Huelva,Vivienda libre,2020.0,4.200
'Total Nacional,01 Andalucía,21 Huelva,Vivienda libre,2019.0,5.106
'Total Nacional,01 Andalucía,21 Huelva,Vivienda libre,2018.0,4.911
'Total Nacional,01 Andalucía,21 Huelva,Vivienda libre,2017.0,4.406
'Total Nacional,01 Andalucía,21 Huelva,Vivienda libre,2016.0,3.582
'Total Nacional,01 Andalucía,21 Huelva,Vivienda libre,2015.0,3.215
'Total Nacional,01 Andalucía,21 Huelva,Vivienda libre,2014.0,3.324
'Total Nacional,01 Andalucía,21 Huelva,Vivienda libre,2013.0,3.375
'Total Nacional,01 Andalucía,21 Huelva,Vivienda libre,2012.0,3.373
'Total Nacional,01 Andalucía,21 Huelva,Vivienda libre,2011.0,4.058
'Total Nacional,01 Andalucía,21 Huelva,Vivienda libre,2010.0,4.319
'Total Nacional,01 Andalucía,21 Huelva,Vivienda libre,2009.0,4.309
'Total Nacional,01 Andalucía,21 Huelva,Vivienda libre,2008.0,7.037
'Total Nacional,01 Andalucía,21 Huelva,Vivienda libre,2007.0,9.963
'Total Nacional,01 Andalucía,21 Huelva,Vivienda protegida,2023.0,611
'Total Nacional,01 Andalucía,21 Huelva,Vivienda protegida,2022.0,746
'Total Nacional,01 Andalucía,21 Huelva,Vivienda protegida,2021.0,571
'Total Nacional,01 Andalucía,21 Huelva,Vivienda protegida,2020.0,786
'Total Nacional,01 Andalucía,21 Huelva,Vivienda protegida,2019.0,555
'Total Nacional,01 Andalucía,21 Huelva,Vivienda protegida,2018.0,609
'Total Nacional,01 Andalucía,21 Huelva,Vivienda protegida,2017.0,527
'Total Nacional,01 Andalucía,21 Huelva,Vivienda protegida,2016.0,412
'Total Nacional,01 Andalucía,21 Huelva,Vivienda protegida,2015.0,358
'Total Nacional,01 Andalucía,21 Huelva,Vivienda protegida,2014.0,237
'Total Nacional,01 Andalucía,21 Huelva,Vivienda protegida,2013.0,344
'Total Nacional,01 Andalucía,21 Huelva,Vivienda protegida,2012.0,605
'Total Nacional,01 Andalucía,21 Huelva,Vivienda protegida,2011.0,615
'Total Nacional,01 Andalucía,21 Huelva,Vivienda protegida,2010.0,749
'Total Nacional,01 Andalucía,21 Huelva,Vivienda protegida,2009.0,444
'Total Nacional,01 Andalucía,21 Huelva,Vivienda protegida,2008.0,845
'Total Nacional,01 Andalucía,21 Huelva,Vivienda protegida,2007.0,720
'Total Nacional,01 Andalucía,23 Jaén,Viviendas: Total,2023.0,6.026
'Total Nacional,01 Andalucía,23 Jaén,Viviendas: Total,2022.0,6.169
'Total Nacional,01 Andalucía,23 Jaén,Viviendas: Total,2021.0,5.436
'Total Nacional,01 Andalucía,23 Jaén,Viviendas: Total,2020.0,4.499
'Total Nacional,01 Andalucía,23 Jaén,Viviendas: Total,2019.0,4.751
'Total Nacional,01 Andalucía,23 Jaén,Viviendas: Total,2018.0,4.719
'Total Nacional,01 Andalucía,23 Jaén,Viviendas: Total,2017.0,4.418
'Total Nacional,01 Andalucía,23 Jaén,Viviendas: Total,2016.0,3.763
'Total Nacional,01 Andalucía,23 Jaén,Viviendas: Total,2015.0,3.280
'Total Nacional,01 Andalucía,23 Jaén,Viviendas: Total,2014.0,2.678
'Total Nacional,01 Andalucía,23 Jaén,Viviendas: Total,2013.0,2.767
'Total Nacional,01 Andalucía,23 Jaén,Viviendas: Total,2012.0,3.469
'Total Nacional,01 Andalucía,23 Jaén,Viviendas: Total,2011.0,3.992
'Total Nacional,01 Andalucía,23 Jaén,Viviendas: Total,2010.0,4.252
'Total Nacional,01 Andalucía,23 Jaén,Viviendas: Total,2009.0,4.855
'Total Nacional,01 Andalucía,23 Jaén,Viviendas: Total,2008.0,7.719
'Total Nacional,01 Andalucía,23 Jaén,Viviendas: Total,2007.0,10.168
'Total Nacional,01 Andalucía,23 Jaén,Vivienda nueva,2023.0,643
'Total Nacional,01 Andalucía,23 Jaén,Vivienda nueva,2022.0,707
'Total Nacional,01 Andalucía,23 Jaén,Vivienda nueva,2021.0,596
'Total Nacional,01 Andalucía,23 Jaén,Vivienda nueva,2020.0,465
'Total Nacional,01 Andalucía,23 Jaén,Vivienda nueva,2019.0,472
'Total Nacional,01 Andalucía,23 Jaén,Vivienda nueva,2018.0,616
'Total Nacional,01 Andalucía,23 Jaén,Vivienda nueva,2017.0,591
'Total Nacional,01 Andalucía,23 Jaén,Vivienda nueva,2016.0,465
'Total Nacional,01 Andalucía,23 Jaén,Vivienda nueva,2015.0,594
'Total Nacional,01 Andalucía,23 Jaén,Vivienda nueva,2014.0,654
'Total Nacional,01 Andalucía,23 Jaén,Vivienda nueva,2013.0,910
'Total Nacional,01 Andalucía,23 Jaén,Vivienda nueva,2012.0,1.430
'Total Nacional,01 Andalucía,23 Jaén,Vivienda nueva,2011.0,1.514
'Total Nacional,01 Andalucía,23 Jaén,Vivienda nueva,2010.0,1.756
'Total Nacional,01 Andalucía,23 Jaén,Vivienda nueva,2009.0,2.321
'Total Nacional,01 Andalucía,23 Jaén,Vivienda nueva,2008.0,3.594
'Total Nacional,01 Andalucía,23 Jaén,Vivienda nueva,2007.0,3.304
'Total Nacional,01 Andalucía,23 Jaén,Vivienda usada,2023.0,5.383
'Total Nacional,01 Andalucía,23 Jaén,Vivienda usada,2022.0,5.462
'Total Nacional,01 Andalucía,23 Jaén,Vivienda usada,2021.0,4.840
'Total Nacional,01 Andalucía,23 Jaén,Vivienda usada,2020.0,4.034
'Total Nacional,01 Andalucía,23 Jaén,Vivienda usada,2019.0,4.279
'Total Nacional,01 Andalucía,23 Jaén,Vivienda usada,2018.0,4.103
'Total Nacional,01 Andalucía,23 Jaén,Vivienda usada,2017.0,3.827
'Total Nacional,01 Andalucía,23 Jaén,Vivienda usada,2016.0,3.298
'Total Nacional,01 Andalucía,23 Jaén,Vivienda usada,2015.0,2.686
'Total Nacional,01 Andalucía,23 Jaén,Vivienda usada,2014.0,2.024
'Total Nacional,01 Andalucía,23 Jaén,Vivienda usada,2013.0,1.857
'Total Nacional,01 Andalucía,23 Jaén,Vivienda usada,2012.0,2.039
'Total Nacional,01 Andalucía,23 Jaén,Vivienda usada,2011.0,2.478
'Total Nacional,01 Andalucía,23 Jaén,Vivienda usada,2010.0,2.496
'Total Nacional,01 Andalucía,23 Jaén,Vivienda usada,2009.0,2.534
'Total Nacional,01 Andalucía,23 Jaén,Vivienda usada,2008.0,4.125
'Total Nacional,01 Andalucía,23 Jaén,Vivienda usada,2007.0,6.864
'Total Nacional,01 Andalucía,23 Jaén,Vivienda libre,2023.0,5.374
'Total Nacional,01 Andalucía,23 Jaén,Vivienda libre,2022.0,5.514
'Total Nacional,01 Andalucía,23 Jaén,Vivienda libre,2021.0,4.838
'Total Nacional,01 Andalucía,23 Jaén,Vivienda libre,2020.0,3.955
'Total Nacional,01 Andalucía,23 Jaén,Vivienda libre,2019.0,4.180
'Total Nacional,01 Andalucía,23 Jaén,Vivienda libre,2018.0,4.135
'Total Nacional,01 Andalucía,23 Jaén,Vivienda libre,2017.0,3.826
